job_id,country,original_title,normalized_title,company,location,category,sub_category,role_type,salary_raw,salary_min,salary_max,currency,salary_period,posting_date,source_name,reliability,limitation
74653378,Malaysia,Data Analyst (E-Commerce),,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,Kuala Selangor District,Information & Communication Technology,Database Development & Administration,,"RM 4,000 – RM 4,500 per month",4000.0,4500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Data Analyst (E-Commerce) role in Kuala Selangor District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Data Analyst (E-Commerce) entry and should not be used to estimate the prevalence of Database Development & Administration roles in Kuala Selangor District. The record includes the reported salary range (RM 4,000 – RM 4,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74661191,Malaysia,Sales Executive (Management Trainee) - KEPONG,,WINTOO TECHNOLOGY SDN. BHD.,Kepong,Sales,Sales Management,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Sales Executive (Management Trainee) - KEPONG role in Kepong; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Sales Executive (Management Trainee) - KEPONG entry and should not be used to estimate the prevalence of Sales Management roles in Kepong. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74658656,Malaysia,Backend Developer,,GREYWOLF NETWORKS SDN BHD,Bangsar South,Information & Communication Technology,Web Development & Production,,"RM 4,000 – RM 6,000 per month",4000.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Backend Developer role in Bangsar South; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Backend Developer entry and should not be used to estimate the prevalence of Web Development & Production roles in Bangsar South. The record includes the reported salary range (RM 4,000 – RM 6,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74638631,Malaysia,Admin cum logistic coordinator,,Yonja Performance Materials Sdn Bhd,Shah Alam/Subang,Administration & Office Support,Client & Sales Administration,,"RM 3,500 – RM 4,500 per month",3500.0,4500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Admin cum logistic coordinator role in Shah Alam/Subang; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Admin cum logistic coordinator entry and should not be used to estimate the prevalence of Client & Sales Administration roles in Shah Alam/Subang. The record includes the reported salary range (RM 3,500 – RM 4,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74649234,Malaysia,HR Assistant Manager (Client Facing Advisory) - Work from Home,,3E ACCOUNTING PTE LTD,Kuala Lumpur,Human Resources & Recruitment,Consulting & Generalist HR,,"RM 6,000 – RM 9,000 per month",6000.0,9000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the HR Assistant Manager (Client Facing Advisory) - Work from Home role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one HR Assistant Manager (Client Facing Advisory) - Work from Home entry and should not be used to estimate the prevalence of Consulting & Generalist HR roles in Kuala Lumpur. The record includes the reported salary range (RM 6,000 – RM 9,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74658244,Malaysia,Accounts cum Tax Executive,,SWITCH CORPORATE MANAGEMENT (M) SDN. BHD.,Penang Island,Accounting,Bookkeeping & Small Practice Accounting,,"RM 3,000 – RM 4,400 per month",3000.0,4400.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Accounts cum Tax Executive role in Penang Island; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Accounts cum Tax Executive entry and should not be used to estimate the prevalence of Bookkeeping & Small Practice Accounting roles in Penang Island. The record includes the reported salary range (RM 3,000 – RM 4,400 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74636127,Malaysia,Finance Executive,,Best Eternity Recycle Technology Sdn Bhd,Kuala Langat,Accounting,Financial Accounting & Reporting,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Finance Executive role in Kuala Langat; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Finance Executive entry and should not be used to estimate the prevalence of Financial Accounting & Reporting roles in Kuala Langat. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74635736,Malaysia,Accounts Executive,,Aimflex Systems Sdn Bhd,Kulai District,Accounting,Bookkeeping & Small Practice Accounting,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Accounts Executive role in Kulai District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Accounts Executive entry and should not be used to estimate the prevalence of Bookkeeping & Small Practice Accounting roles in Kulai District. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
7466021,Malaysia,Sales Executive,,Sang Lin Tackle Sdn Bhd,Penang,Sales,Account & Relationship Management,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Sales Executive role in Penang; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Sales Executive entry and should not be used to estimate the prevalence of Account & Relationship Management roles in Penang. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74662021,Malaysia,PHP Software Engineer,,SILVERSTREAM TECHNOLOGY SDN. BHD.,Penang,Information & Communication Technology,Developers/Programmers,,"RM 3,800 – RM 5,500 per month",3800.0,5500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the PHP Software Engineer role in Penang; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one PHP Software Engineer entry and should not be used to estimate the prevalence of Developers/Programmers roles in Penang. The record includes the reported salary range (RM 3,800 – RM 5,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74657011,Malaysia,Supply Chain Logistic and Fulfillment Specialist,,SCI ECOMMERCE,Kuala Lumpur,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",,"RM 4,000 – RM 6,000 per month",4000.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Supply Chain Logistic and Fulfillment Specialist role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Supply Chain Logistic and Fulfillment Specialist entry and should not be used to estimate the prevalence of Purchasing, Procurement & Inventory roles in Kuala Lumpur. The record includes the reported salary range (RM 4,000 – RM 6,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74635593,Malaysia,Senior Contract Executive/ Asst. Contract Manager/ Contract Manager,,Sunway Construction Sdn Bhd,Johor Bahru District,Construction,Contracts Management,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Senior Contract Executive/ Asst. Contract Manager/ Contract Manager role in Johor Bahru District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Senior Contract Executive/ Asst. Contract Manager/ Contract Manager entry and should not be used to estimate the prevalence of Contracts Management roles in Johor Bahru District. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74642667,Malaysia,Electrical Engineer/Technician (Fresh graduates are welcome to apply),,CENTECH MACHINERY SDN BHD,Petaling,Engineering,Electrical/Electronic Engineering,,"RM 8,000 – RM 12,000 per month",8000.0,12000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Electrical Engineer/Technician (Fresh graduates are welcome to apply) role in Petaling; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Electrical Engineer/Technician (Fresh graduates are welcome to apply) entry and should not be used to estimate the prevalence of Electrical/Electronic Engineering roles in Petaling. The record includes the reported salary range (RM 8,000 – RM 12,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74679579,Malaysia,Human Resources & Administration Manager,,South Island Garment Sdn Bhd,Seberang Perai,Human Resources & Recruitment,Consulting & Generalist HR,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Human Resources & Administration Manager role in Seberang Perai; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Human Resources & Administration Manager entry and should not be used to estimate the prevalence of Consulting & Generalist HR roles in Seberang Perai. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74658384,Malaysia,Angular Developer,,Boardroom Corporate Services Sdn Bhd,Petaling,Information & Communication Technology,Engineering - Software,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Angular Developer role in Petaling; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Angular Developer entry and should not be used to estimate the prevalence of Engineering - Software roles in Petaling. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74657073,Malaysia,Supply Chain Planning,,SCI ECOMMERCE,Kuala Lumpur,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",,"RM 4,000 – RM 6,000 per month",4000.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Supply Chain Planning role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Supply Chain Planning entry and should not be used to estimate the prevalence of Purchasing, Procurement & Inventory roles in Kuala Lumpur. The record includes the reported salary range (RM 4,000 – RM 6,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74637981,Malaysia,Accountant,,IMIKA EMPIRE SDN BHD,Kinta District,Accounting,Financial Accounting & Reporting,,"RM 4,000 – RM 6,000 per month",4000.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Accountant role in Kinta District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Accountant entry and should not be used to estimate the prevalence of Financial Accounting & Reporting roles in Kinta District. The record includes the reported salary range (RM 4,000 – RM 6,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74648146,Malaysia,Senior Finance Executive,,CENTERFIELD BUSINESS SOLUTIONS SDN. BHD.,Kuala Lumpur,Accounting,Financial Accounting & Reporting,,"RM 4,000 – RM 5,500 per month",4000.0,5500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Senior Finance Executive role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Senior Finance Executive entry and should not be used to estimate the prevalence of Financial Accounting & Reporting roles in Kuala Lumpur. The record includes the reported salary range (RM 4,000 – RM 5,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74600813,Malaysia,HR & Admin Assistant Manager/Manager,,SEAMAP (MALAYSIA) SDN. BHD.,Johor,Human Resources & Recruitment,Consulting & Generalist HR,,"MYR 4,500 - 6,000",4500.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the HR & Admin Assistant Manager/Manager role in Johor; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one HR & Admin Assistant Manager/Manager entry and should not be used to estimate the prevalence of Consulting & Generalist HR roles in Johor. The record includes the reported salary range (MYR 4,500 - 6,000), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74624162,Malaysia,Operations Executive,,Bio Harvest Sdn Bhd,Gombak District,Accounting,Financial Accounting & Reporting,,"MYR 2,000 - 2,500",2000.0,2500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Operations Executive role in Gombak District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Operations Executive entry and should not be used to estimate the prevalence of Financial Accounting & Reporting roles in Gombak District. The record includes the reported salary range (MYR 2,000 - 2,500), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74601393,Malaysia,Admin Manager,,ECO-SHOP MARKETING SDN BHD,Klang District,Administration & Office Support,Office Management,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Admin Manager role in Klang District; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Admin Manager entry and should not be used to estimate the prevalence of Office Management roles in Klang District. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74642716,Malaysia,Application Support Engineer - Credit Processing Apps,,NTT DATA SERVICES MALAYSIA SDN. BHD.,Kuala Lumpur,Information & Communication Technology,Engineering - Software,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Application Support Engineer - Credit Processing Apps role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Application Support Engineer - Credit Processing Apps entry and should not be used to estimate the prevalence of Engineering - Software roles in Kuala Lumpur. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74668471,Malaysia,Audit Associate,,PWCO E-SERVICES SDN. BHD.,Kuala Lumpur,Accounting,Audit - External,,"RM 2,700 – RM 3,600 per month",2700.0,3600.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Audit Associate role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Audit Associate entry and should not be used to estimate the prevalence of Audit - External roles in Kuala Lumpur. The record includes the reported salary range (RM 2,700 – RM 3,600 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74668800,Malaysia,Business Executive (Work From Home),,IXEN INTERACTIVE PTE. LTD.,Johor,Administration & Office Support,Client & Sales Administration,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Business Executive (Work From Home) role in Johor; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Business Executive (Work From Home) entry and should not be used to estimate the prevalence of Client & Sales Administration roles in Johor. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74673818,Malaysia,Mechanical Design Engineer,,GENETEC TECHNOLOGY BERHAD,Hulu Langat,Engineering,Mechanical Engineering,,"RM 3,000 – RM 4,000 per month",3000.0,4000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Mechanical Design Engineer role in Hulu Langat; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Mechanical Design Engineer entry and should not be used to estimate the prevalence of Mechanical Engineering roles in Hulu Langat. The record includes the reported salary range (RM 3,000 – RM 4,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74660462,Malaysia,Graduate Engineer (Civil and Structural),,PROMPT ENGINEERING SDN. BHD.,Penang,Engineering,Civil/Structural Engineering,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Graduate Engineer (Civil and Structural) role in Penang; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Graduate Engineer (Civil and Structural) entry and should not be used to estimate the prevalence of Civil/Structural Engineering roles in Penang. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74668885,Malaysia,Finance Specialist/Senior Account Executive,,Garmin Malaysia Sdn Bhd,KL Eco City,Accounting,Financial Accounting & Reporting,,"RM 4,200 – RM 6,300 per month",4200.0,6300.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Finance Specialist/Senior Account Executive role in KL Eco City; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Finance Specialist/Senior Account Executive entry and should not be used to estimate the prevalence of Financial Accounting & Reporting roles in KL Eco City. The record includes the reported salary range (RM 4,200 – RM 6,300 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74658568,Malaysia,IT QA Analyst,,Boardroom Corporate Services Sdn Bhd,Petaling,Information & Communication Technology,Testing & Quality Assurance,,,,,,,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the IT QA Analyst role in Petaling; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one IT QA Analyst entry and should not be used to estimate the prevalence of Testing & Quality Assurance roles in Petaling. No salary is reported for this record, so it cannot be used for salary-range analysis without additional data. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74658451,Malaysia,Personal Assistant For Project Manager,,Distinct Hub PLT,Petaling,Administration & Office Support,"PA, EA & Secretarial",,"RM 3,000 – RM 4,500 per month",3000.0,4500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Personal Assistant For Project Manager role in Petaling; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Personal Assistant For Project Manager entry and should not be used to estimate the prevalence of PA, EA & Secretarial roles in Petaling. The record includes the reported salary range (RM 3,000 – RM 4,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659361,Malaysia,Customer Service Executive,,Malaysia job posting sample,Kuala Lumpur,Call Centre & Customer Service,Customer Service,,"RM 2,800 – RM 4,000 per month",2800.0,4000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Customer Service Executive role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Customer Service Executive entry and should not be used to estimate the prevalence of Customer Service roles in Kuala Lumpur. The record includes the reported salary range (RM 2,800 – RM 4,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659362,Malaysia,Digital Marketing Executive,,Malaysia job posting sample,Petaling Jaya,Marketing & Communications,Marketing,,"RM 3,500 – RM 5,000 per month",3500.0,5000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Digital Marketing Executive role in Petaling Jaya; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Digital Marketing Executive entry and should not be used to estimate the prevalence of Marketing roles in Petaling Jaya. The record includes the reported salary range (RM 3,500 – RM 5,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659363,Malaysia,Software Developer,,Malaysia job posting sample,Cyberjaya,Information & Communication Technology,Developers/Programmers,,"RM 4,000 – RM 6,000 per month",4000.0,6000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Software Developer role in Cyberjaya; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Software Developer entry and should not be used to estimate the prevalence of Developers/Programmers roles in Cyberjaya. The record includes the reported salary range (RM 4,000 – RM 6,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659364,Malaysia,Data Scientist,,Malaysia job posting sample,Kuala Lumpur,Information & Communication Technology,Data Science & Analytics,,"RM 6,000 – RM 9,000 per month",6000.0,9000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Data Scientist role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Data Scientist entry and should not be used to estimate the prevalence of Data Science & Analytics roles in Kuala Lumpur. The record includes the reported salary range (RM 6,000 – RM 9,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659365,Malaysia,Business Analyst,,Malaysia job posting sample,Johor Bahru,Information & Communication Technology,Business/Systems Analysts,,"RM 4,500 – RM 7,000 per month",4500.0,7000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Business Analyst role in Johor Bahru; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Business Analyst entry and should not be used to estimate the prevalence of Business/Systems Analysts roles in Johor Bahru. The record includes the reported salary range (RM 4,500 – RM 7,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659366,Malaysia,Network Engineer,,Malaysia job posting sample,Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,,"RM 4,000 – RM 6,500 per month",4000.0,6500.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the Network Engineer role in Kuala Lumpur; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one Network Engineer entry and should not be used to estimate the prevalence of Networks & Systems Administration roles in Kuala Lumpur. The record includes the reported salary range (RM 4,000 – RM 6,500 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
74659367,Malaysia,HR Executive,,Malaysia job posting sample,Shah Alam,Human Resources & Recruitment,Consulting & Generalist HR,,"RM 3,500 – RM 5,000 per month",3500.0,5000.0,MYR,monthly,,JobStreet Job Postings dataset (Kaggle/Hugging Face mirror),"Moderate for illustrative analysis. This is a project sample record for the HR Executive role in Shah Alam; it is not an independently verified live vacancy from the underlying JobStreet source. The record is useful for demonstrating the type of Malaysian role being analysed, but should not be treated as evidence of current market demand.","This sample represents one HR Executive entry and should not be used to estimate the prevalence of Consulting & Generalist HR roles in Shah Alam. The record includes the reported salary range (RM 3,500 – RM 5,000 per month), so it can be used for salary-range analysis. The company field is a generic project sample label rather than a named employer, so employer-level analysis is not possible for this row."
