jobId,title,companyName,location,experience,minimumExperience,maximumExperience,minimumSalary,maximumSalary,salary,currency,jobUploaded,jobDescription,tagsAndSkills,companyId,ReviewsCount,AggregateRating,suggested_role,role_evidence,role_score
21025006513,AI Engineer (Financial Automation),Astura Global,Hybrid - Bengaluru,3-5 Yrs,3,5,600000,1200000,6-12 Lacs PA,INR,1 Day Ago,Preferred candidate profile . 35 years experience in AI / ML engineering,"Tensorflow,Pytorch,Artificial Intelligence,Machine Learning,Python,Machine,Automation,Intelligence",124767867,965,3.7,AI/ML Engineer,skills:machine learning; description:ml engineer; title:ai engineer; skills:artificial intelligence,10.61
11025918979,Senior Associate,HR India Solutions,Bengaluru,7-12 Yrs,7,12,700000,1500000,7-15 Lacs PA,INR,2 Days Ago,Experience in Agile . Hands-On PMO Experience . Certification PMP Preferred. <br><br>Candidates should Started their careers as developers or testers and be promoted to Project manager <br><br>Minimum 7 + years of experience <br><br>Preferred candidate profile . <br><br>Experience in SDLC / STLC. <br><br>Experience in IT application development is a plus,"Software Development Life Cycle,PMP,Software Testing Life Cycle,Agile,SDLC / STLC,PMO,MBOK,Prince2",2863780,965,3.7,Software Engineer,description:developer; skills:software development,2.5
11025918661,"Data Science Analytics (Agile, SQL, Power BI , BI Tools)",HR India Solutions,Hybrid - Hyderabad,8-13 Yrs,8,13,2500000,4000000,25-40 Lacs PA,INR,2 Days Ago,"Requirements:  . 8-12 years of experience in product ownership or similar role<br><br>Experience with Agile management and backlog prioritization<br><br>Experience in managing product lifecycles,including enhancements.  .","Business Intelligence,Power Bi,Data Modeling,Data Analytics,SQL,Bi,Analytics,Data Science",2863780,965,3.7,Data Scientist,title:data science; skills:data science,8.12
11025913635,Senior Java Developer,Maverick Quantum India,Hybrid - Hyderabad,6-10 Yrs,6,10,1500000,3000000,15-30 Lacs PA,INR,2 Days Ago,"This role requires hands-on experience in building scalable applications,working with cloud environments,and implementing microservices-based architectures<br><br> Strong coding experience in Java,JUnit,Mockito .  <br><br>Experience with cloud platforms (AWS,Azure,GCP) and containerization tools (Docker,Kubernetes).  <br><br>Experience in performance tuning and application optimization.","Microservices,Java Developer,Core Java,JEE,RESTful Services,Maven,PostgreSQL,Spring Boot",125134415,965,3.7,Software Engineer,title:java developer; skills:java developer; title:developer; skills:developer,14.23
11025913078,AI Engineer (RAG & Agentic Applications),Maverick Quantum India,Hyderabad,4-7 Yrs,4,7,1500000,3000000,15-30 Lacs PA,INR,2 Days Ago,"Experience with LLM APIs (OpenAI,Claude,Gemini,etc.)<br><br>Minimum 1+ years of hands-on experience in building Agentic AI applications .  . Strong programming expertise in Python and libraries such as PyTorch,TensorFlow,Hugging Face,Scikit-learn .  <br><br> 46 years of experience in artificial intelligence / machine learning,with successful industry-grade AI solution deployments .","AI Engineer,RAG,Generative AI,LLMs,LangChain,Hugging Face,Scikit-learn,Retrieval-Augmented Generation",125134415,965,3.7,AI/ML Engineer,description:machine learning; title:ai engineer; skills:ai engineer; description:artificial intelligence; skills:generative ai,11.11
11025023831,Frontend React Developer,Uplers,Bengaluru,5-9 Yrs,5,9,3000000,4500000,30-45 Lacs PA,INR,2 Days Ago,"<p><strong>Frontend React Developer</strong></p><br /><p><strong>Experience: </strong>5-8 Years Exp.</p><p><strong>Salary :</strong> 30-45 LPA</p><p><strong>Preferred Notice Period</strong>: less than or equal to 30 days</p><p><strong>Shift</strong>: 10:00 AM to 6:00 PM IST</p><p><strong>Opportunity Type:</strong> Office (Bengaluru)</p><p><strong>Placement Type:</strong> Permanent</p><br /><p><strong>(*Note: This is a requirement for one of Uplers' Clients)</strong></p><p><strong>Must have skills required :</strong></p><p>React.js OR HTML OR CSS OR TypeScript, JavaScript, Node.js OR Express.js</p><br /><p><strong>Lucio (One of Uplers' Clients) is Looking for:</strong></p><p>Sr. Frontend Engineer who is passionate about their work, eager to learn and grow, and who is committed to delivering exceptional results. If you are a team player, with a positive attitude and a desire to make a difference, then we want to hear from you. </p><br /><p><strong>Role Overview Description</strong></p><p><strong>About Lucio:</strong><br />We're an AI product company that wants to transform the legal industry using generative AI. We're a rapidly growing team with a truly innovative product that is already being used at many top law firms in the country. We're building a team of talented developers who are passionate about building products that solve real-world problems. </p><br /><p>We're looking to hire a talented Frontend Engineer who is passionate about building beautiful interfaces and new user experiences. </p><br /><p><strong>You will excel at this role if you:</strong></p><ul><li>Have an eye for detail</li><li>Love creating and thinking of new user flows and experiences</li><li>Want to help build delightful products<br /></li></ul><p><strong>Must-Have Skills (Essential):</strong></p><ul><li>Strong Proficiency in Core<strong> Web Technologies:</strong></li><li><strong>JavaScript (ES6+)</strong>: Deep understanding of core JavaScript concepts, asynchronous programming (Promises, async/await), and modern language features.</li><li>CSS3: Excellent understanding of CSS fundamentals, layout techniques (Flexbox, Grid), responsive design principles, and CSS preprocessors (like Sass or Less, though Tailwind is a separate ""Good to Have"").</li><li><strong>React: </strong>Solid experience building complex user interfaces with React, including component lifecycle, hooks, state management (even if not a preferred library initially), and routing.</li><li>UI Design Systems/Component Libraries: Demonstrated experience working with at least one major UI Design System/Component Library. MUI (Preferred) is a significant plus. Familiarity with AntD, Chakra UI, or Mantine is also valuable.</li><li>State Management: Practical experience with at least one client-side state management library. Redux Toolkit or Zustand (Preferred) indicates a good understanding of managing application state effectively.</li><li>Server-Side State Management/Data Fetching: Experience with a server-side state management/data fetching library like SWR, React Query (Tanstack Query) (Preferred), or RTK Query is highly desirable, showcasing knowledge of efficient data handling.</li><li><strong>Form Handling and Validation:</strong></li><li>Experience with form handling in React and implementing robust validation.</li><li>Familiarity with react-hook-form (preferred) for form management.</li><li>Knowledge of zod (preferred) or yup for schema definition and validation.</li><li>Performance Optimization: Proven ability to identify and implement performance optimizations in frontend applications. This includes techniques like code splitting, lazy loading, memoization, efficient rendering, and optimizing API calls.</li><li>Good Code Practices: Strong understanding of clean code principles, writing maintainable and scalable code, following coding standards, and using linting and formatting tools (e.g., ESLint, Prettier).</li><li>Version Control (Git): Proficient in using Git for version control, branching strategies, and collaborating with a team.</li><li>Understanding of Web Development Fundamentals: Knowledge of HTTP protocols, RESTful APIs, and browser developer tools.<br /></li></ul><p><strong>Good to Have Skills (Beneficial):</strong></p><ul><li>Next.js or React Router (Remix): Production experience with these frameworks is a significant plus, indicating familiarity with server-side rendering (SSR), static site generation (SSG), and their respective feature sets.</li><li>Tailwind CSS: Experience with utility-first CSS frameworks like Tailwind CSS can be beneficial for rapid styling and consistency.</li><li>Node.js and Express.js: Basic understanding or prior experience with Node.js and Express.js for backend development can be a valuable asset for understanding the full-stack picture and potentially contributing to API integrations or basic backend tasks.</li><li>Build Tools: Familiarity with build tools like Webpack, Parcel, or Vite.</li><li>Accessibility (A11y): Awareness of and ability to implement accessible web applications (following WCAG guidelines).</li></ul><br /><p>We're looking for candidates with 5 to 8 years experience, either through great independent projects or working with companies. You don't necessarily need a degree in CS as long as you have the right skillset.</p><br /><p><strong>Pay and Benefits:</strong></p><p>We're happy to offer up to 45 LPA based on experience and skills. We offer great benefits like:</p><ul><li>unlimited leaves (including sick leaves, period leaves, and more)</li><li>great flexibility around work timings,</li><li>an inclusive and diverse working environment.</li></ul><br /><p>To apply: Submit this technical puzzle with us, if you have done Hack The Box or CTF challenges, you might find it interesting.</p><p><u>https://workwithus.lucioai.com/</u></p><br /><p>Please do not ask for hints, you will find the steps to hire for our position at the end of this puzzle. Our puzzle is active & live, and every problem statement has a solution to it.</p><br /><p><strong>How to apply for this opportunity:</strong></p><p><strong>Easy 3-Step Process:</strong></p><p>1. Click On Apply! And Register or log in on our portal</p><p>2. Upload updated Resume & Complete the Screening Form</p><p>3. Increase your chances to get shortlisted & meet the client for the Interview!</p><br /><p><strong>About Uplers:</strong></p><p>Our goal is to make hiring and getting hired reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant product and engineering job opportunities and progress in their career.</p><p>(Note: There are many more opportunities apart from this on the portal.)</p><p>So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!</p>","Web Technologies,Javascript,React.Js,CSS,Express,Typescript,HTML,Node.Js",897026,382,3.9,Software Engineer,title:frontend; description:frontend; description:backend; title:react developer; description:react developer,17.32
11025023757,Senior Backend Engineer (Python & AI/LLM),Uplers,Bengaluru,5-9 Yrs,5,9,2500000,4000000,25-40 Lacs PA,INR,2 Days Ago,"Preferred Notice Period : Within 30 Days. <br><br> (Note: This is a requirement with one of the Uplers clients Lucio) <br><br>Has basic familiarity with Node.js & JavaScript (preferred,not mandatory)<br><br>Experience: 5-8 Years Exp.  . Salary: INR 30 LPA to 40 LPA. <br><br>Were looking for a Backend Engineer who:  . Has solid experience with Python (Celery,Flask,Gevent,Tesseract,PyTorch)","Pytorch,LLM,Python,Backend,Celery,Large Language Model,Django,Aiml",897026,382,3.9,Software Engineer,title:backend; skills:backend; description:backend,7.57
11025023752,Python Backend Developer,Uplers,Bengaluru,5-9 Yrs,5,9,2500000,4000000,25-40 Lacs PA,INR,2 Days Ago,"Preferred Notice Period : Within 30 Days. <br><br> (Note: This is a requirement with one of the Uplers clients Lucio) <br><br>Has basic familiarity with Node.js & JavaScript (preferred,not mandatory)<br><br>Experience: 5-8 Years Exp.  . Salary: INR 30 LPA to 40 LPA. <br><br>Were looking for a Backend Engineer who:  . Has solid experience with Python (Celery,Flask,Gevent,Tesseract,PyTorch)","Pytorch,LLM,Python,Backend,Celery,Large Language Model,Django,Aiml",897026,382,3.9,Software Engineer,title:backend; skills:backend; description:backend; title:developer,12.66
11025023481,Azure DevOps Engineer,Uplers,Bengaluru,5-9 Yrs,5,9,3000000,4000000,30-40 Lacs PA,INR,2 Days Ago,"<p><strong>Azure DevOps Engineer</strong></p><p><strong>Azure DevOps Engineer</strong></p><p><strong>Experience: </strong>5-8 Years Exp</p><p><strong>Salary :</strong> 30-40 LPA (As per Exp.)</p><p><strong>Preferred Notice Period</strong>: less than or equal to 30 days</p><p><strong>Shift</strong>: 10:00 AM to 6:00 PM IST (Flexible)</p><p><strong>Opportunity Type:</strong> Onsite (Bengaluru)</p><p><strong>Placement Type:</strong> Permanent</p><br /><p><strong>(*Note: This is a requirement for one of Uplers' Clients)</strong></p><br /><p><strong>Must have skills required :</strong></p><p>Azure DevOps, Terraform OR CI/CD OR Docker, Azure</p><br /><p><strong>Lucio (One of Uplers' Clients) is Looking for:</strong></p><p>Sr. Devops Engineer who is passionate about their work, eager to learn and grow, and who is committed to delivering exceptional results. If you are a team player, with a positive attitude and a desire to make a difference, then we want to hear from you. </p><br /><p><strong>Role Overview Description</strong></p><p><strong>About Lucio:</strong></p><p>We're an AI product company that wants to transform the legal industry using generative AI. We're a rapidly growing team with a truly innovative product that is already being used at many top law firms in the country.</p><br /><p>We're building a team of talented developers who are passionate about building products that solve real-world problems. With us, you'll have the opportunity to work on everything from fine-tuning LLMs, creating complex data processing pipelines, optimizing distributed services and more. Don't worry, you won't have to do everything, but you'll always have the option of working on something exciting and new.</p><br /><p><strong>We're looking to hire a Devops Engineer with at least 4 to 6 years of experience to help our IT and Devops team.</strong></p><br /><p><strong>You'll excel at this role if:</strong></p><ul><li>You are genuinely interested in computer networks, cloud computing, and distributed systems.</li><li>You are fluent in Bash, comfortable working in a terminal, and can spin up a VM with an Nginx server effortlessly.</li><li>You have hands-on experience managing resources on a cloud platform <strong>Microsoft Azure</strong> in particular including writing <strong>Terraform</strong> modules, setting up and maintaining CI/CD pipelines, and collaborating with stakeholders to ensure smooth platform operations.</li><li>You have working experience with <strong>MongoDB</strong> and can integrate it efficiently within distributed environments.</li><li>You have some development experience and understand the software lifecycle from a DevOps perspective.</li><li>You are a strong communicator who can interact confidently with both internal teams and external clients.</li><li>You are enterprising, proactive, and enthusiastic, always looking for ways to improve systems and workflows.</li><li>You can work independently and thrive in a fast-paced environment.</li><li>You are flexible with work hours, open to being on-call on some weekends and working late nights when necessary.</li><li>Prior experience working with legal teams or understanding legal processes is a plus, though not required.</li></ul><br /><p><strong>We pride ourselves on our work culture and offer great benefits like:</strong></p><ul><li>unlimited leaves (including sick leaves, period leaves, and more)</li><li>great flexibility around work timings,</li><li>an inclusive and diverse working environment.</li></ul><br /><p><strong>Our hiring process will have 5 stages:</strong></p><p>1 screening call & 3 technical interviews, and a culture-fit interview. We are an inclusive organization and actively promote equality of opportunity for all with the right mix of talent, skills and potential. We welcome all applications from a wide range of candidates. Selection for roles will be based on individual capabilities alone.</p><br /><p><strong>To apply:</strong> Submit this technical puzzle with us, if you have done Hack The Box or CTF challenges, you might find it interesting.</p><p><u>https://workwithus.lucioai.com/</u></p><p>Please do not ask for hints, you will find the steps to hire for our position at the end of this puzzle. Our puzzle is active & live, and every problem statement has a solution to it.</p><br /><p><strong>How to apply for this opportunity:</strong></p><p><strong>Easy 3-Step Process:</strong></p><p>1. Click On Apply! And Register or log in on our portal</p><p>2. Upload updated Resume & Complete the Screening Form</p><p>3. Increase your chances to get shortlisted & meet the client for the Interview!</p><br /><p><strong>About Our Client:</strong></p><p>AI powered document automation platform<br />Helping lawyers fall in love with the law again. Enterprise AI solutions for document review, drafting, and more.</p><br /><p><strong>About Uplers:</strong></p><p>Our goal is to make hiring and getting hired reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant product and engineering job opportunities and progress in their career.</p><br /><p>(Note: There are many more opportunities apart from this on the portal.)</p><br /><p>So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!</p>","Azure,Cloud Computing,Terraform,Devops,Cloud Azure,Microsoft Azure,MongoDB,Ci/Cd",897026,382,3.9,Cloud Engineer,skills:cloud computing; description:cloud computing; title:devops; skills:devops; description:devops,20.21
11025023452,Senior DevOps Engineer (Azure & Terraform),Uplers,Bengaluru,5-9 Yrs,5,9,3000000,4000000,30-40 Lacs PA,INR,2 Days Ago,"<p><strong>Senior DevOps Engineer (Azure & Terraform)</strong></p><br /><p><strong>Experience: </strong>5-8 Years Exp</p><p><strong>Salary :</strong> 30-40 LPA (As per Exp.)</p><p><strong>Preferred Notice Period</strong>: less than or equal to 30 days</p><p><strong>Shift</strong>: 10:00 AM to 6:00 PM IST (Flexible)</p><p><strong>Opportunity Type:</strong> Onsite (Bengaluru)</p><p><strong>Placement Type:</strong> Permanent</p><br /><p><strong>(*Note: This is a requirement for one of Uplers' Clients)</strong></p><br /><p><strong>Must have skills required :</strong></p><p>Azure DevOps, Terraform OR CI/CD OR Docker, Azure</p><br /><p><strong>Lucio (One of Uplers' Clients) is Looking for:</strong></p><p>Sr. Devops Engineer who is passionate about their work, eager to learn and grow, and who is committed to delivering exceptional results. If you are a team player, with a positive attitude and a desire to make a difference, then we want to hear from you. </p><br /><p><strong>Role Overview Description</strong></p><p><strong>About Lucio:</strong></p><p>We're an AI product company that wants to transform the legal industry using generative AI. We're a rapidly growing team with a truly innovative product that is already being used at many top law firms in the country.</p><br /><p>We're building a team of talented developers who are passionate about building products that solve real-world problems. With us, you'll have the opportunity to work on everything from fine-tuning LLMs, creating complex data processing pipelines, optimizing distributed services and more. Don't worry, you won't have to do everything, but you'll always have the option of working on something exciting and new.</p><br /><p><strong>We're looking to hire a Devops Engineer with at least 4 to 6 years of experience to help our IT and Devops team.</strong></p><br /><p><strong>You'll excel at this role if:</strong></p><ul><li>You are genuinely interested in computer networks, cloud computing, and distributed systems.</li><li>You are fluent in Bash, comfortable working in a terminal, and can spin up a VM with an Nginx server effortlessly.</li><li>You have hands-on experience managing resources on a cloud platform<strong>Microsoft Azure</strong> in particularincluding writing <strong>Terraform</strong> modules, setting up and maintaining CI/CD pipelines, and collaborating with stakeholders to ensure smooth platform operations.</li><li>You have working experience with <strong>MongoDB</strong> and can integrate it efficiently within distributed environments.</li><li>You have some development experience and understand the software lifecycle from a DevOps perspective.</li><li>You are a strong communicator who can interact confidently with both internal teams and external clients.</li><li>You are enterprising, proactive, and enthusiastic, always looking for ways to improve systems and workflows.</li><li>You can work independently and thrive in a fast-paced environment.</li><li>You are flexible with work hours, open to being on-call on some weekends and working late nights when necessary.</li><li>Prior experience working with legal teams or understanding legal processes is a plus, though not required.</li></ul><br /><p><strong>We pride ourselves on our work culture and offer great benefits like:</strong></p><ul><li>unlimited leaves (including sick leaves, period leaves, and more)</li><li>great flexibility around work timings,</li><li>an inclusive and diverse working environment.</li></ul><br /><p><strong>Our hiring process will have 5 stages:</strong></p><p>1 screening call & 3 technical interviews, and a culture-fit interview. We are an inclusive organization and actively promote equality of opportunity for all with the right mix of talent, skills and potential. We welcome all applications from a wide range of candidates. Selection for roles will be based on individual capabilities alone.</p><br /><p><strong>To apply:</strong> Submit this technical puzzle with us, if you have done Hack The Box or CTF challenges, you might find it interesting.</p><p><u>https://workwithus.lucioai.com/</u></p><p>Please do not ask for hints, you will find the steps to hire for our position at the end of this puzzle. Our puzzle is active & live, and every problem statement has a solution to it.</p><br /><p><strong>How to apply for this opportunity:</strong></p><p><strong>Easy 3-Step Process:</strong></p><p>1. Click On Apply! And Register or log in on our portal</p><p>2. Upload updated Resume & Complete the Screening Form</p><p>3. Increase your chances to get shortlisted & meet the client for the Interview!</p><br /><p><strong>About Our Client:</strong></p><p>AI powered document automation platform<br />Helping lawyers fall in love with the law again. Enterprise AI solutions for document review, drafting, and more.</p><br /><p><strong>About Uplers:</strong></p><p>Our goal is to make hiring and getting hired reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant product and engineering job opportunities and progress in their career.</p><br /><p>(Note: There are many more opportunities apart from this on the portal.)</p><br /><p>So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!</p>","Azure,Terraform,Devops,Cloud Azure,Microsoft Azure,MongoDB,Ci/Cd,Ai Platform",897026,382,3.9,Cloud Engineer,description:cloud computing; title:devops; skills:devops; description:devops; title:devops engineer,24.3
11025022702,SharePoint Developer & Administrator (Intranet Solutions),Yotta Techports,Hyderabad,Not Available,3,8,500000,1200000,5-12 Lacs PA,INR,2 Days Ago,"<p><strong><u>About the Role</u></strong></p><p>We are looking for a SharePoint Developer & Administrator to take complete ownership of our organizations SharePoint Online environment and build a modern, intelligent intranet that drives communication, collaboration, and productivity.</p><p>You will both design and develop the intranet using Microsoft's best practices and manage ongoing administration, access control, and platform governance. You will work closely with business stakeholders, IT, and leadership to ensure the intranet stays secure, user-friendly, and aligned with organizational goals.</p><br /><p><strong><u>Key Responsibilities</u></strong></p><p><strong>Intranet Design & Development</strong></p><ul><li>Plan and architect the intranet structure (hub sites, communication sites, home site, navigation, taxonomy).</li><li>Build modern pages, web parts, and site templates using SharePoint Framework (SPFx), REST API, Microsoft Graph, and PnP libraries.</li><li>Automate site provisioning, permissions, and content deployment.</li><li>Integrate SharePoint with Microsoft Teams, Power Platform (Power Apps, Power Automate), and third-party tools.</li><li>Configure and optimize search (managed metadata, refiners, promoted results).</li><li>Migrate existing content from legacy intranet or file shares to SharePoint Online.</li></ul><br /><p><strong>Administration & Maintenance</strong></p><ul><li>Perform day-to-day SharePoint Online administration: </li><li>Site creation, structure updates, and content management.</li><li>User and group access provisioning, permissions management.</li><li>Monitoring usage, storage quotas, and system health.</li><li>Applying updates, patches, and deploying custom solutions.</li><li>Maintain governance policies, retention settings, and security compliance.</li><li>Troubleshoot user issues, resolve incidents, and act as the first line of SharePoint support.</li><li>Implement and test backup, restore, and disaster recovery plans.</li><li>Governance, Training & Adoption</li><li>Define and enforce intranet governance: site naming conventions, approval workflows, lifecycle management.</li><li>Train site owners and content creators; prepare user guides and help documentation.</li><li>Track adoption and usage analytics, gather feedback, and continuously improve the intranet experience.</li></ul><br /><p><strong><u>Required Skills & Experience</u></strong></p><p><strong>Technical Expertise</strong></p><ul><li>Proven experience in SharePoint Online administration & development (minimum 4+ years).</li><li>Strong skills in SPFx, React/TypeScript, REST API, Microsoft Graph, PnP PowerShell.</li><li>Experience configuring search, metadata, content types, site designs/templates.</li><li>Knowledge of Azure AD, conditional access, and Microsoft 365 security/compliance features.</li><li>Familiarity with Power Automate, Power Apps, and Teams integration.</li><li>Hands-on experience with backup, restore, and troubleshooting SharePoint issues.</li></ul><p><strong>Governance & Process</strong></p><ul><li>Experience defining governance frameworks, provisioning processes, and retention policies.</li><li>Ability to translate business requirements into well-structured intranet solutions.</li></ul><p><strong>Soft Skills</strong></p><ul><li>Strong communication and documentation skills.</li><li>Ability to collaborate with both technical and non-technical teams.</li><li>Proactive problem solver and platform owner mindset.</li></ul><br /><p><strong><u>Preferred / Nice-to-Have</u></strong></p><ul><li>Microsoft certifications (MS-600, MS-700, or equivalent).</li><li>Experience with Viva Connections / Viva Engage.</li><li>Knowledge of Azure Functions or Logic Apps for automation.</li><li>Familiarity with accessibility (WCAG) and responsive design best practices.</li></ul><br /><p><strong><u>Why Join Us</u></strong></p><ul><li>Take end-to-end ownership of a modern intranet platform.</li><li>Opportunity to work with cutting-edge Microsoft 365 technologies.</li><li>Collaborative culture with support for innovation and continuous improvement.</li><li>Flexible working environment (remote / hybrid options).</li></ul>","Spfx,Rest Api Services,Sharepoint Administration,Pnp,Typescript,Powershell,Azure Ad Connect,Development",6178870,20,3.7,Software Engineer,title:developer; description:developer,5.59
11025021689,Java Developer with AWS,Cloudxtreme,Bengaluru,6-9 Yrs,6,9,1400000,2000000,14-20 Lacs PA,INR,2 Days Ago,"Knowledge in Infra Provisioning using Terraform in AWS . Should possess strong understanding of event driven messaging using Kafka <br><br> :  . Have strong working experience in Java Backend developer . <br><br>Experience in SQL / PLSQL in any database Technologies like Sybase,DB2,DynamoDB,MongoDB .","java,DB2,Kafka,DynamoDB,Java Backend developer,MongoDB,aws,Sybase",6358900,2,3.0,Software Engineer,skills:backend; description:backend; title:java developer; title:developer; skills:developer,15.23
11025021053,Senior Software Engineer,Uplers,Bengaluru,5-8 Yrs,5,8,2500000,4000000,25-40 Lacs PA,INR,2 Days Ago,"<p><strong>Sr. Backend Engineer</strong></p><br /><p><strong>Experience: </strong>5-8 Years Exp</p><p><strong>Salary:</strong> INR 30 LPA to 40 LPA</p><p><strong>Working hours</strong>: Flexible</p><p><strong>Preferred Notice Period</strong>: Within 30 Days</p><p><strong>Opportunity Type:</strong> Office (Bengaluru)</p><p><strong>Placement Type:</strong> Full-time</p><br /><p><strong>Must have skills:</strong> Python <strong>OR</strong> Celery<strong> OR</strong> Flask <strong>OR</strong> LLMs <strong>OR </strong>Node.js</p><br /><p><strong>Note: This is a requirement with one of the Uplers clients Lucio:</strong></p><br /><p><strong>About Lucio:</strong></p><p>We're an AI product company that wants to transform the legal industry using generative AI. We're a rapidly growing team with a truly innovative product that is already being used at many top law firms in the country. We're building a team of talented developers who are passionate about building products that solve real-world problems. At Lucio, you'll work on powerful AI-driven productswhether its fine-tuning large language models (LLMs), creating robust data processing pipelines, or scaling distributed services.</p><br /><p><strong>We're looking for a Backend Engineer who:</strong></p><ul><li>Has solid experience with Python (Celery, Flask, Gevent, Tesseract, PyTorch).</li><li>Has built performant and scalable backend systems.</li><li>Is comfortable working on distributed applications and asynchronous task queues.</li><li>Has exposure to OCR tools, document processing, or integrating LLMs.</li><li>Has worked (or is eager to work) on generative AI products.</li><li>Has basic familiarity with Node.js & JavaScript (preferred, not mandatory).</li><li>Understands fundamentals of Generative AI or Machine Learning.</li></ul><br /><p><strong>Responsibilities:</strong></p><ul><li>Design, build, and maintain efficient, scalable, and reliable backend systems.</li><li>Collaborate with AI researchers and product teams to integrate ML/LLM models.</li><li>Work closely with frontend developers, DevOps, QA engineers, product managers, and the design team to deliver cohesive, high-quality features.</li><li>Optimize infrastructure for performance, scalability, and cost.</li><li>Write clean, maintainable, and testable code with proper documentation.</li><li>Solve real-world challenges in processing and managing legal documents.</li><li>Participate in code reviews and contribute to continuous improvement.</li></ul><br /><p><strong>Who You Are:</strong></p><ul><li>You have 5+ years of experience building backend systems.</li><li>Youve worked on independent projects or in fast-paced product teams.</li><li>You’re passionate about clean architecture, scalability, and AI-driven innovation.</li><li>You thrive in a startup environment and take ownership of your work.</li><li>A CS degree is not a must—skillset and mindset matter more.</li></ul><br /><p><strong>Pay and Benefits:</strong></p><ul><li>Competitive salary based on experience.</li><li>Unlimited leaves (including sick leaves, period leaves, and more).</li><li>Inclusive, diverse, and innovation-first work culture.</li></ul><p>Our hiring process will have 5 stages: a telephonic screening round, 3 technical interviews and a culture-fit interview.</p><p>To apply: Submit this technical puzzle with us, if you have done Hack The Box or CTF challenges, you might find it interesting.</p><p><u>https://workwithus.lucioai.com/</u></p><br /><p><strong>How to apply for this opportunity:</strong></p><p><strong>Easy 3 Step Process:</strong><br />1. Click On Apply and register or log in to our portal</p><p>2.Upload updated Resume & complete the Screening Form</p><p>3. Increase your chances of getting shortlisted & meet the client for the Interview!</p><br /><p><strong>About Uplers:</strong></p><p>Our goal is to make hiring and getting hired reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant product and engineering job opportunities and progress in their career.</p><p>(Note: There are many more opportunities apart from this on the portal.)</p><p>So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!</p>","Node.Js,Python,Django,Javascript,Flask,Software,Senior",897026,382,3.9,Software Engineer,title:software engineer; description:frontend; description:backend; description:developer,6.67
11025021044,Java Developer,Cloudxtreme,Bengaluru,7-12 Yrs,7,12,1500000,2750000,15-27.5 Lacs PA,INR,2 Days Ago,"Database (Oracle / NoSQL/ MangoDB) - 1+ years (12 months and above). Must Have: . Must be strong in Java 8,core JAVA,Spring,Sprint Boot,Microservices,RestAPI and Junit / TDD<br><br>Experience in developing and interfacing with web services,RESTful,and JSON are required <br><br>Must be very comfortable for Database concepts,query optimization of relational databases. .","java,OAuth2,RestAPI,web services,MangoDB,JWT,Junit,Spring Boot",6358900,2,3.0,Software Engineer,title:java developer; title:developer,10.23
